uai;siret;raison_sociale;enseigne;nature;departement;commune;adresse;prepa_apprentissage
0081065P;19080863400041;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE CHARLEVILLE MEZIERES;CFA;responsable_formateur;08;Saint-Laurent;27 RUE DU MUGUET 08090 SAINT-LAURENT;
0211799S;19211135900050;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE QUETIGNY-PLOMBIERES LES DIJON;CENTRE DE FORMATION D'APPRENTIS;inconnue;21;Quetigny;21 BD OLIVIER DE SERRES 21800 QUETIGNY;
0672770X;33916913800023;I.E.S.A.;MATH PLUS COMPUTER PLUS ELEARN APPRENTI-PRO CENTRE;responsable_formateur;67;Strasbourg;12 AV D ALSACE 67000 STRASBOURG;
0851589R;79459078600016;MAISON FAMILIALE RURALE ORGANISME DE FORMATION PAR APPRENTISSAGE DE TALMONT;MF OFA  TALMONT;responsable_formateur;85;Talmont-Saint-Hilaire;412 AV NOTRE DAME 85440 TALMONT-SAINT-HILAIRE;
0624500E;38352078000024;PROFESSION SPORTS DANS LE PAS DE CALAIS;;responsable_formateur;62;Angres;RUE JEAN BART 62143 ANGRES;
0731341L;77646521300036;ASSOCIATION GESTIONNAIRE POUR LA FORMATION PROFESSIONNELLE;CFA;responsable_formateur;73;Chambéry;321 RUE DU GRAND CHAMP 73000 CHAMBERY;
0492220X;18440135400057;CHAMBRE REGIONALE D'AGRICULTURE DES PAYS DE LA LOIRE;;responsable_formateur;49;Angers;9 RUE ANDRE BROUARD 49100 ANGERS;
0101140K;78034848800054;O.G.E.C. GROUPE SAINT-JOSEPH;CENTRE FORM PRO LA SALLE;formateur;10;Troyes;21 RUE DU CLOITRE ST ETIENNE 10000 TROYES;
0261036K;30386072000018;ASS DROME ARDECHE FORMATION PROFESSION;ADAFP;responsable_formateur;26;Livron-sur-Drôme;RUE DE LA SABLIERE 26250 LIVRON-SUR-DROME;
0134333P;85151781300016;B2H83 FREJUS;MY BUSINESS SCHOOL - MY BUSINESS TRAINING - MY FASHION SCHOOL-MY BS-MY BT-MY FS;responsable_formateur;13;Marseille;25 BD EDOUARD HERRIOT 13008 MARSEILLE 8;
0261253W;18263001200017;CHAMBRE COMMERCE INDUSTRIE DE LA DROME;CCID;responsable_formateur;26;Valence;74 RUE BARTHELEMY DE LAFFEMAS 26000 VALENCE;
0611309S;44492238900044;SCHOLAR FAB ORGANISATION;;formateur;61;Damigny;CAMPUS DE DAMIGNY 61250 DAMIGNY;
0597129D;13002575200010;INSTITUT NATIONAL DES SCIENCES APPLIQUEES HAUTS-DE-FRANCE;;formateur;59;Aulnoy-lez-Valenciennes;UNIV VALENCIEN MONT HOUY 59300 AULNOY-LEZ-VALENCIENNES;
0881709E;78346979400011;CRTE FORMATION PROFESSIONNELLE HORTICOLE;;responsable;88;Roville-aux-Chênes;6 RUE DU COLLEGE 88700 ROVILLE-AUX-CHENES;
0311341P;51472700700080;BTP CFA OCCITANIE;BTP CFA OC;responsable_formateur;31;Toulouse;3 IMP GEORGES DAZET 31100 TOULOUSE;
0010826T;30957639500037;CTRE CONSULAIRE FORMATION PROFESSION AIN;CECOF;responsable_formateur;01;Ambérieu-en-Bugey;AV DE LA LIBERATION 01500 AMBERIEU-EN-BUGEY;
0251215K;19251215000447;UNIVERSITE DE BESANCON;SERVICE FORMATION CONTINUE;responsable_formateur;25;Besançon;36 A AV DE L OBSERVATOIRE 25000 BESANCON;
0511949S;40120610700039;CFAI DE CHAMPAGNE ARDENNE;;responsable_formateur;08;Charleville-Mézières;131 AV CHARLES DE GAULLE 08000 CHARLEVILLE-MEZIERES;
0383143K;31293685900056;ASS GESTION ECOLE FRANCAISE PAPETERIE;;responsable_formateur;38;Saint-Martin-d'Hères;461 RUE DE LA PAPETERIE 38400 SAINT MARTIN D'HERES;
0010819K;19010819100015;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE BOURG-EN-BRESSE;LEGTPA LYCEE AGRICOLE AGROALIMENTAIRE;formateur;01;Bourg-en-Bresse;79 AV DE JASSERON 01000 BOURG-EN-BRESSE;
0692437Z;19692437700282;UNIVERSITE LYON 3 JEAN MOULIN;;responsable_formateur;69;Lyon;1 C AV DES FRERES LUMIERE 69008 LYON 8EME;
0150779R;30540504501320;AFTRAL;AFTRAL;inconnue;15;Aurillac;8 RUE AGRICOLE PERDIGUIER 15000 AURILLAC;
0542389D;41339783700019;CENTRE DE FORMATION DES METIERS DE L'INDUSTRIE HOTELIERE 54;CFMIH 54;inconnue;54;Nancy;98 RUE ST NICOLAS 54000 NANCY;
0311375B;44210721500034;ACADEMY EUROPEENNE DE COIFFURE ET D'ESTHETIQUE;CFA JASMIN;responsable_formateur;31;Toulouse;4 RUE DES TEINTURIERS 31300 TOULOUSE;
0573781A;75285001600011;ISEQ;ISEQ;formateur;57;Saint-Avold;16 RUE DE FRANCE 57500 SAINT-AVOLD;
0756017H;33264146300135;GROUPE IGS - CIEFA;CIEFA;responsable_formateur;69;Lyon;47 RUE DU SERGENT MICHEL BERTHET 69009 LYON 9EME;
0011324J;83138370800011;MAISON FAMILIALE RURALE CORMARANCHE;;responsable_formateur;01;Plateau d'Hauteville;63 L ALLAGNIER 01110 PLATEAU D'HAUTEVILLE;
0693694R;77986700100058;FEDERATION  COMPAGNONNIQUE REGIONALE DE LYON;FCR LYON;responsable_formateur;69;Lyon;49 RUE FEUILLAT 69003 LYON 3EME;
0741453C;53951935500017;MAISON FAMILIALE RURALE DE LA SEMINE;;responsable_formateur;74;Franclens;101 CHE DES FOLLIETS 74910 FRANCLENS;
0642141E;18640005700136;CHAMBRE DE COMMERCE ET D'INDUSTRIE BAYONNE PAYS BASQUE;CFA DE LA CCI DE BAYONNE PAYS-BASQUE;responsable_formateur;64;Bidart;TECHNOPOLE IZARBEL 64210 BIDART;
0731505P;44970716500014;ASS GESTIONNAIRE FORMATION DANS INDUSTRI;AGEFIS;inconnue;73;La Motte-Servolex;286 RUE DE LA BRIQUERIE 73290 LA MOTTE-SERVOLEX;
0212114J;34354988700010;GROUPE ARCADES;LES ARCADES;responsable_formateur;21;Dijon;13 RUE DU VIEUX COLLEGE 21000 DIJON;
0150786Y;18150001800039;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE DU CANTAL;CCIT;inconnue;15;Aurillac;44 BD DU PONT ROUGE 15000 AURILLAC;
0511749Z;19511219800013;LYCEE VITICOLE DE LA CHAMPAGNE;LEGTA;responsable;51;Avize;13 RUE D'OGER 51190 AVIZE;
0693699W;43328538400023;INSTITUT SUPERIEUR D'OPTIQUE DE LYON;ISO;responsable_formateur;69;Lyon;9 AV LECLERC 69007 LYON 7EME;
0840800N;30419999500016;CENTRE FORESTIER DE LA REGION P.A.C.A.;;responsable;84;La Bastide-des-Jourdans;DOM PIEDEGACHE 84240 LA BASTIDE-DES-JOURDANS;
0900239W;21900010600019;COMMUNE DE BELFORT;MAIRIE;inconnue;90;Belfort;PL D ARMES 90000 BELFORT;
0881529J;19880153200013;LYCEE POLYVALENT ANDRE MALRAUX;LPO;inconnue;88;Remiremont;RUE DE L EPINETTE 88200 REMIREMONT;
0480677A;19480514900011;ETAB PUPLIC LOCAL ENSEIGNEMENT FORMATION PROFESSIONNELLE AGRICOLE DE LA LOZERE;LEGTPA FRANCOIS RABELAIS;responsable;48;Saint-Chély-d'Apcher;CIVERGOLS 48200 SAINT CHELY D'APCHER;
0880101G;48398606300012;ENS NOTRE DAME SAINT JOSEPH;;responsable_formateur;88;Épinal;58 RUE DES SOUPIRS 88000 EPINAL;
0080972N;19080804800069;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE RETHEL;CFAA DES ARDENNES;responsable_formateur;08;Rethel;RTE DE NOVION 08300 RETHEL;
0342432J;31550339100239;IRFA SUD;IRFA;responsable_formateur;11;Carcassonne;80 ALL GUTENBERG 11000 CARCASSONNE;
0512176N;81890818800019;GROUPE DE LA SALLE - REIMS;;responsable_formateur;51;Reims;94 AV DE LAON 51100 REIMS;
0601613C;31804341100046;ASS FORMA ACTION SOCIALE ECURIE COURSES;AFASEC;responsable_formateur;60;Gouvieux;ALL DE JARDY 60270 GOUVIEUX;
0541898V;78334702400102;BTP CFA GRAND EST;BTP CFA GRAND EST;responsable;54;Pont-à-Mousson;1 RUE NICOLAS PIERSON 54700 PONT-À-MOUSSON;
0312331R;19311262000060;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE DE TOULOUSE AUZEVILLE;CFAA HORTICOLE DE LA HAUTE-GARONNE;responsable_formateur;31;Auzeville-Tolosane;AV DE TOULOUSE 31320 AUZEVILLE-TOLOSANE;
0631959M;30540504501528;AFTRAL;AFTRAL;responsable_formateur;63;Cournon-d'Auvergne;RUE DU BOIS JOLI 63800 COURNON D'AUVERGNE;
0942262Y;78466255300162;ASSOC REGIONALE POUR FORMATION PROF AUTO;AFORPA;responsable_formateur;94;Saint-Maurice;156 RUE DU MARECHAL LECLERC 94410 SAINT-MAURICE;
0690542P;77971702400011;ASSOCIATION FAMILIALE DE L'INSTITUTION LIBRE LES CHASSAGNES;;responsable_formateur;69;Oullins;9 CHE DES CHASSAGNES 69600 OULLINS;
0693452C;38134879600024;IFIR ARL (AIN-RHONE-LOIRE);IFIR;responsable_formateur;69;Lyon;66 AV JEAN MERMOZ 69008 LYON 8EME;X
0142248T;41811390800036;ECOLE SUPERIEUR DES SERVICES;"ECOLE SUPERIEURE DES SERVICES EN INFORMATIQUE ""E2SI"" -ECOLE SUPERIEURE DES SERVICES EN GESTION ""E2SG";responsable_formateur;14;Caen;4 RUE DES MOUETTES 14000 CAEN;
0860845B;30107533900053;BTP CFA POITOU CHARENTES;;responsable_formateur;86;Saint-Benoît;5 RUE DE CHANTEJEAU 86280 SAINT-BENOIT;
9720937L;48482681300020;LA CARIBEENNE DE FORMATION;ESSENTIA CARAIBES;responsable_formateur;972;Ducos;PETITE COCOTTE 97224 DUCOS;
9730446X;19973259500012;LYCEE POLYVALENT MELKIOR GARRE;;inconnue;973;Cayenne;RTE DE MONTABO 97300 CAYENNE;
9720931E;48469981400014;ASS CLUB TI MOUN ROBERT;;responsable_formateur;972;Le Robert;LOT MOULIN A VENT 97231 LE ROBERT;
9711294E;44065706200012;FORE ENTREPRISE;;inconnue;971;Baie-Mahault;23 RUE ALFRED LUMIERE 97122 BAIE-MAHAULT;
9711295F;40848589400013;ASS UTILI TECHN ECONOMIQUES COMPTABLES;;inconnue;971;Baie-Mahault;ZONE INDUSTRIELLE DE JARRY 97122 BAIE-MAHAULT;
9711186M;43231079500013;FORMATION ET ANIMATION CULTURELLE DES AN;FACEAC;inconnue;971;Pointe-à-Pitre;2 RUE FELIX EBOUE 97110 POINTE-À-PITRE;
9711147V;19971588900028;LYCEE PROFESSIONNEL DANIELLA JEFFRY;GRETA DES ISLES DU NORD;responsable_formateur;978;Saint-Martin;MARIGOT 97150 SAINT MARTIN;
0951938R;44023495300022;CAMPUS VEOLIA ENVIRONNEMENT;;inconnue;95;Jouy-le-Moutier;RUE D ECANCOURT 95280 JOUY-LE-MOUTIER;
0912098L;39946530100022;MAISON FAMILIALE GRANGE COLOMBES CFA;CENTRE FORMATION APPRENTIS;inconnue;91;Ormoy-la-Rivière;45 RTE D'ARTONDU 91150 ORMOY-LA-RIVIERE;
0802195B;84121449700023;ESS-RH;;inconnue;80;Amiens;53 AV DE L EUROPE 80080 AMIENS;
0802084F;17800430500177;RECTORAT DE L'ACADEMIE D'AMIENS;CAFOC-CTRE ACAD FORMATION CONTINUE;inconnue;80;Amiens;20 BD D ALSACE LORRAINE 80000 AMIENS;
0763153P;41154197200013;CFA JEANNE D'ARC;;responsable_formateur;76;Sainte-Adresse;22 RUE DU GENERAL DE GAULLE 76310 SAINTE-ADRESSE;
0762312A;77570084200021;ASS ECOLE TECHNIQUE LA CHATAIGNERAIE;CENTRE FORMATION APPRENTIS;inconnue;76;Le Mesnil-Esnard;2 RUE CHARLES SCHERER 76240 LE MESNIL-ESNARD;
0756085G;49032361500065;MEDIASCHOOL PARIS;MEDIASCHOOL PARIS CENTRE DE FORMATION D'APPRENTIS;responsable_formateur;75;Paris;9 RUE LEKAIN 75016 PARIS 16;
0756076X;88087198300016;ECOLE SUPERIEURE DE LA BANQUE;;responsable_formateur;75;Paris;18 RUE LA FAYETTE 75009 PARIS 9;
0751489L;78425952500037;ASSOCIATION F O R M A P;;inconnue;75;Paris;4 RUE DES FEUILLANTINES 75005 PARIS 5;
0681750H;19680003100052;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES LES SILLONS DE HAUTE-ALSACE;CFA AGRICOLES DU HAUT-RHIN;responsable_formateur;68;Rouffach;8 RUE AUX REMPARTS 68250 ROUFFACH;
0673132R;53958574500026;INSTITUT SUPERIEUR DES RESSOURCES HUMAINES;I.S.R.H. ALSACE;responsable_formateur;67;Schiltigheim;16 AV DE L EUROPE 67300 SCHILTIGHEIM;
0672477D;19671685600014;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DU BAS-RHIN;LEGTA D'OBERNAI;responsable;67;Obernai;44 BD D EUROPE 67210 OBERNAI;
0642033M;82431025400019;COMPAGNONS DU TOUR DE FRANCE NOUVELLE AQUITAINE;;inconnue;64;Anglet;3 ALL DE BELLEVUE 64600 ANGLET;
0624507M;79809909900011;LOGINOV FORMATION;;inconnue;62;Hénin-Beaumont;622 RUE DES HAUTS DE FRANCE 62110 HENIN-BEAUMONT;
0624235S;78395222900020;FORMATION PROFES OUVRIER MAREE;AFPIP-CFPM;responsable_formateur;62;Boulogne-sur-Mer;8 RUE DE VERDUN 62200 BOULOGNE-SUR-MER;
0602197M;34867875600068;MEDIA MANAGEMENT;;inconnue;60;Compiègne;18 RUE DU FONDS PERNANT 60200 COMPIEGNE;
0601209N;21600158600017;COMMUNE DE COMPIEGNE;MAIRIE;inconnue;60;Compiègne;29 PL DE L HOTEL DE VILLE 60200 COMPIEGNE;
0597182L;81434862900035;LK FORMATIONS;;inconnue;59;Lille;40 RUE DE JEMMAPES 59800 LILLE;
0597164S;75202975100019;T.S.R. FORMATION;;inconnue;59;Bruay-sur-l'Escaut;10 RUE DES FRANCS TIREURS 59860 BRUAY SUR L'ESCAUT;
0597157J;40487427300257;SCOP INSTEP;;inconnue;59;Lille;70 RUE DE BOUVINES 59800 LILLE;X
0597144V;83381154000016;TECHNICOM FORMATION;;inconnue;59;Grande-Synthe;60 BD PIERRE MENDES FRANCE 59760 GRANDE-SYNTHE;
0597124Y;81273177600025;EDO SPORT ANIMATION;;responsable_formateur;59;Marcq-en-Barœul;1 ALL DU DAUPHINE 59700 MARCQ-EN-BAROEUL;
0597138N;49983324200062;THALASS ' SUN FORMATION;THALASS' SUN FORMATION;responsable_formateur;59;Dunkerque;2 PL DES MARTYRS DE LA RESISTANCE 59240 DUNKERQUE;
0597126A;48965445900028;GENERATION R.H.;G.R.H.;inconnue;59;Villeneuve-d'Ascq;7 RUE DE LA DISTILLERIE 59493 VILLENEUVE D'ASCQ;
0881579N;19881070700010;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES;EPLEFPA;responsable_formateur;88;Mirecourt;270 AV MAL DE LATTRE DE TASSIGNY 88500 MIRECOURT;
0573783C;53830929500029;ISEAH FORMATION;ISEAH FORMATION;responsable_formateur;57;Metz;20 RUE JOSEPHINE CAYE 57070 METZ;
0573003E;19570057000037;LYCEE GEN ET TECHNOLOGIQU ROBERT SCHUMAN;GRETA LORRAINE NORD;responsable_formateur;57;Metz;4 RUE MONSEIGNEUR PELT 57070 METZ;
0572742W;18572204800054;CHAMBRE METIERS ARTISANAT DE MOSELLE;CFA CAMILLE WEISS;inconnue;57;Forbach;1 RUE CAMILLE WEISS 57600 FORBACH;
0572201H;18572204800153;CHAMBRE METIERS ARTISANAT DE MOSELLE;CAMPUS DES METIERS DE MOSELLE;responsable_formateur;57;Metz;5 BD DE LA DEFENSE 57070 METZ;
0542408Z;78334256100017;ASS.OGEC CHARLES DE FOUCAULD;;responsable_formateur;54;Nancy;1 RUE JEANNOT 54000 NANCY;
0542035U;19540042900021;LYCEE GENERAL TECHNOLOGIQUE HENRI LORITZ;GRETA LORRAINE CENTRE;responsable_formateur;54;Nancy;29 RUE DES JARDINIERS 54000 NANCY;
0541516E;19541229100021;LYCEE POLYVALENT JEAN ZAY;CENTRE FORMATION APPRENTIS;inconnue;54;Jarny;2 RUE DE LA TUILERIE 54800 JARNY;
0502006J;19501219000037;LYCEE POLYVALENT CURIE-COROT;CENTRE DE FORMATION APPRENTIS;inconnue;50;Saint-Lô;377 RUE DE L EXODE 50000 SAINT-LO;
0951286G;13001727000336;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;CENTRE ADOLPHE CHAUVIN;inconnue;95;Osny;22 RUE DES BEAUX SOLEILS 95520 OSNY;
0451715V;35353902600032;FEDERATION REGIONALE DES MAISONS FAMILIALES RURALES DE LA REGION CENTRE ET ILE DE FRANCE;FRMFREO;responsable;45;Meung-sur-Loire;90 RTE D ORLEANS 45130 MEUNG-SUR-LOIRE;
0451656F;45049123800033;ASSOCIATION GESTIONNAIRE DU CFA DES UNIVERSITES CENTRE-VAL DE LOIRE;;responsable;45;Orléans;5 RUE DU CARBONE 45100 ORLEANS;
0410955R;19410018600049;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DU LOIR ET CHER;CFAAD DU LOIR ET CHER;inconnue;41;Blois;5 RUE DES GRANDS CHAMPS 41000 BLOIS;
0342432J;31550339100221;IRFA SUD;IRFA;responsable_formateur;34;Montpellier;32 AV DE LODEVE 34070 MONTPELLIER;
0790768F;19790768600012;EPLEFPA TERRES ET PAYSAGES SUD DEUX-SEVRES;LEGTA;responsable_formateur;79;Melle;ROUTE DE LA ROCHE 79500 MELLE;
0333446S;39336786700065;M2I SCRIBTEL;;responsable_formateur;33;Mérignac;15 B ALL JAMES WATT 33700 MERIGNAC;
0312499Y;19311384200309;UNIVERSITE TOULOUSE III - PAUL SABATIER;MISSION FORMAT CONTINUE ET APPRENTISSAGE;inconnue;31;Toulouse;118 RTE DE NARBONNE 31400 TOULOUSE;
0312352N;77558121800457;ASSOC REG SAUVEGARDE ENFANT ADO ADUL;CFAS;inconnue;31;Toulouse;CHE DE COLASSON 31100 TOULOUSE;
0311348X;21310224700045;COMMUNE DE GOURDAN POLIGNAN;CTRE FORMATION APPRENTIS;inconnue;31;Gourdan-Polignan;17 RUE RENE ARNAUD 31210 GOURDAN-POLIGNAN;
0301844S;79954290700024;TEAM ETUD;;inconnue;30;Anduze;28 ZONE ARTISANALE DE LABAHOU 30140 ANDUZE;
0301690Z;82404587600011;ASSOCIATION DES PARENTS D'ELEVES DE L'ENSEIGNEMENT LIBRE DU LYCEE DE LA SALLE A ALES;;inconnue;30;Alès;17 PL HENRI BARBUSSE 30100 ALES;
0251962X;50951325500026;APPRENTIS'SUP FRANCHE COMTE;;inconnue;25;Besançon;48 RUE DES FOUNOTTES 25000 BESANCON;
0251824X;43887533800016;FED RGALE MAISONS FAMILIALES RURALES FC;FRMFR;inconnue;25;Besançon;12 RUE DE LA FAMILLE 25000 BESANCON;
0161128P;39051832200016;ECOLE INGENIEURS  PAR APPRENTISSAGE;;inconnue;16;La Couronne;LA CROIX DU MILIEU 16400 LA COURONNE;
0861419A;18860907700048;GIP - FORMATION CONTINUE ET INSERTION PROFESSIONNELLE DE L'ACADEMIE DE POITIERS;GIP-FCIP POITIERS;inconnue;86;Jaunay-Marigny;8 RUE EVARISTE GALOIS 86130 JAUNAY-MARIGNY;
0922653J;38950310300035;OGEC LA SALLE-SAINT NICOLAS;;formateur;92;Issy-les-Moulineaux;19 RUE VICTOR HUGO 92130 ISSY-LES-MOULINEAUX;
0801907N;19753471200298;CONSERVATOIRE NATIONAL DES ARTS ET METIERS;CENTRE REGIONAL AMIENS;inconnue;80;Salouël;AV DES FACULTES 80480 SALOUEL;
0801905L;19801344300330;UNIVERSITE AMIENS PICARDIE JULES VERNE;IAE;inconnue;80;Amiens;10 PL LAFLEUR 80000 AMIENS;
0672866B;32922456200184;LA COMPAGNIE DE FORMATION;LA CIE DE FORMATION PIGIER;formateur;67;Strasbourg;15 RUE DES MAGASINS 67000 STRASBOURG;
0772690F;13002797200145;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION ILE-DE-FRANCE;CMA77 - IMA DU PAYS DE MONTEREAU;responsable_formateur;77;Saint-Germain-Laval;77130 SAINT-GERMAIN-LAVAL;
0763481W;81253232300019;AURELIE FORMATION;AURELIE FORMATION ESTHETIQUE COIFFURE;responsable_formateur;76;Le Havre;48 B RUE AUGUSTE RISPAL 76600 LE HAVRE;
0751593Z;37948422300027;SAINT LOUIS UNION ACADEMIE;;responsable_formateur;75;Paris;115 RUE DU FG POISSONNIERE 75009 PARIS 9;
0681962N;43879833200062;SILVYA TERRADE GRAND-EST;SILVYA TERRADE MULHOUSE;formateur;68;Mulhouse;2 RUE SAINTE CATHERINE 68100 MULHOUSE;
0673064S;77572257200820;CESI;CESI;formateur;67;Lingolsheim;2 ALL DES FOULONS 67380 LINGOLSHEIM;
0623920Z;19594403800080;UNIVERSITE DU LITTORAL COTE D'OPALE;CGU DE BOULOGNE - UNIVERSITE DU LITTORAL;inconnue;62;Boulogne-sur-Mer;21 RUE SAINT LOUIS 62200 BOULOGNE-SUR-MER;
0622238W;19624401600040;UNIVERSITE D ARTOIS;INSTITUT UNIVERSITAIRE DE TECHNOLOGIE;formateur;62;Béthune;1230 RUE DE L'UNIVERSITE 62400 BETHUNE;
0620215X;19594403800072;UNIVERSITE DU LITTORAL COTE D'OPALE;CGU DE CALAIS - UNIVERSITE DU LITTORAL;inconnue;62;Calais;50 RUE FERDINAND BUISSON 62100 CALAIS;
0601983E;19801344300439;UNIVERSITE AMIENS PICARDIE JULES VERNE;IUT DE BEAUVAIS;formateur;60;Beauvais;54 BD SAINT ANDRE 60000 BEAUVAIS;
0601223D;19601223100169;UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE;UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE;inconnue;60;Compiègne;RUE DU DOCTEUR SCHWEITZER 60200 COMPIEGNE;
0600016S;19600016000016;LYCEE PROFESSIONEL M. GRENET INDUSTRIEL;;inconnue;60;Compiègne;13 AV DE HUY 60200 COMPIEGNE;
0600002B;19600061600017;LYCEE POLYVALENT LYCEE DES METIERS PAUL LANGEVIN;LPO;formateur;60;Beauvais;3 AV MONTAIGNE 60000 BEAUVAIS;
0597060D;18009202500139;INSTITUT MINES-TELECOM;IMT NORD EUROPE;formateur;59;Villeneuve-d'Ascq;RUE GUGLIELMO MARCONI 59650 VILLENEUVE D'ASCQ;
0595780M;52401867800010;ECOLE SUPERIEURE DE COMMUNICATION PUBLICITE ET MARKETING DE LILLE;ESCPM-LILLE;responsable_formateur;59;Lille;239 RUE DU JARDIN DES PLANTES 59000 LILLE;
0590346F;78370584100022;SKEMA  BUSINESS SCHOOL;ESC LILLE;formateur;59;Lille;6 AV WILLY BRANDT 59777 LILLE;
0596047C;78370697100018;INSTITUT CATHOLIQUE D'ARTS ET METIERS;ICAM;formateur;59;Lille;6 RUE AUBER 59800 LILLE;
0512171H;18510906300023;GROUPEMENT D'INTERET PUBLIC FORMATION CONTINUE ET INSERTION PROFESSIONNELLE;;responsable;51;Reims;17 BD DE LA PAIX 51100 REIMS;X
0470834B;19470020900019;LPO LYCEE DES METIERS DES TECHNIQUES INNOVANTES-VAL DE GARONNE;;formateur;47;Marmande;22 RUE EJEA DE LOS CABALLEROS 47200 MARMANDE;
0311384L;19311384200010;UNIVERSITE TOULOUSE III - PAUL SABATIER;;responsable_formateur;31;Toulouse;118 RTE DE NARBONNE 31400 TOULOUSE;
0261352D;19260791900029;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES TERRE D'HORIZON;LEGTPA DE ROMANS SUR ISERE;responsable_formateur;26;Romans-sur-Isère;1414 CHE DE ROSEY OUEST 26100 ROMANS-SUR-ISERE;
9741599V;81229926100022;SPL ASSISTANCE A LA FORMATION PROFESSIONNELLE DES ADULTES A LA REUNION;CFPA DE SAINT ANDRE;inconnue;974;Saint-André;421 CHE LAGOURGUE 97440 SAINT-ANDRE;
0596817P;30860039400040;A F P C NORD PAS DE CALAIS;;responsable_formateur;59;Marquette-lez-Lille;183 RUE DE MENIN 59520 MARQUETTE-LEZ-LILLE;
9711188P;44804055000031;LB DEVELOPPEMENT DOM;LB DOM;responsable_formateur;971;Baie-Mahault;488 RUE DE LA CHAPELLE 97122 BAIE-MAHAULT;
0593202K;78370705200032;INSTITUT ECONOMIE SCIENTIFIQUE GESTION;IESEG;formateur;59;Lille;3 RUE DE LA DIGUE 59800 LILLE;
0912268W;39107691600025;ASS FORMATION AUX TECHNIQUES INDUSTRIELL;AFTI;inconnue;91;Orsay;DOM DE CORBEVILLE 91400 ORSAY;
0802153F;17800430500235;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE DE CFA UFA PIERRE MENDES FRANCE;inconnue;80;Péronne;RTE DE SAINT DENIS 80200 PERONNE;
0802151D;17800430500219;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE DE CFA UFA MONTAIGNE;inconnue;80;Amiens;3 RUE MONTAIGNE 80080 AMIENS;
0802149B;17800430500201;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE DE CFA UFA EDOUARD BRANLY;inconnue;80;Amiens;70 BD SAINT QUENTIN 80090 AMIENS;
0802155H;17800430500243;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE DE CFA UFA DE L'ACHEULEEN;inconnue;80;Amiens;21 B RUE DU 31 AOUT 1944 80090 AMIENS;
0802147Z;17800430500185;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE DE CFA UFA BOUCHER DE PERTHES;inconnue;80;Abbeville;1 RUE PAUL DELIQUE 80100 ABBEVILLE;
0801328J;19801328600010;LYCEE PROFESSIONNEL AGRICOLE HAUTE SOMME;;formateur;80;Péronne;10 RUE DU QUINCONCE 80200 PERONNE;
0100684P;19511296600229;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE;IUT DE TROYES;responsable;10;Troyes;9 RUE DE QUEBEC 10000 TROYES;
0752325V;88944585400066;ECOLE SUPERIEURE DES METIERS DE LA VILLE DE DEMAIN-CCI PARIS ILE-DE-FRANCE EDUCATION;;formateur;75;Paris;247 AV GAMBETTA 75020 PARIS 20;
0624517Y;47997828000069;ASSIFEP;ASSIFEP;inconnue;62;Lens;RUE DES COLIBRIS 62300 LENS;
0624519A;52797395200023;ELP;ELP ESPACE LEARNING PRO;inconnue;62;Norrent-Fontes;96 B RTE NATIONALE 62120 NORRENT-FONTES;
0624503H;48879664000032;LUXANT INSTITUT;LUXANT INSTITUTE;inconnue;62;Noyelles-Godault;34 RUE DE BEAUMONT 62950 NOYELLES-GODAULT;
0624456G;13002271800246;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;LAHO ARTOIS-DOUAISIS;inconnue;62;Béthune;44 RUE SADI CARNOT 62400 BETHUNE;
