uai;siret;raison_sociale;enseigne;nature;departement;commune;adresse;prepa_apprentissage
0624455F;13002271800220;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;LAHO ARTOIS-DOUAISIS;inconnue;62;Arras;11 RUE DU GENERAL BARBOT 62000 ARRAS;
0602143D;17800430500409;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE CF3A UFA FELIX FAURE;inconnue;60;Beauvais;31 BD DE L ASSAUT 60000 BEAUVAIS;
0602142C;17800430500391;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE CF3A UFA PAUL LANGEVIN;inconnue;60;Beauvais;3 AV MONTAIGNE 60000 BEAUVAIS;
0602140A;17800430500375;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE CF3A UFA CASSINI;inconnue;60;Clermont;11 RUE HENRI BREUIL 60600 CLERMONT;
0602193H;88289259900011;EVASPORT;;inconnue;60;Montataire;7 RUE ETIENNE DUWES 60160 MONTATAIRE;
0602141B;17800430500383;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE CF3A UFA JEAN-BAPTISTE COROT;inconnue;60;Beauvais;4 RUE HENRI LEBESGUE 60000 BEAUVAIS;
0602138Y;17800430500359;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE CF3A UFA JEAN CALVIN;inconnue;60;Noyon;BD DU MONT SAINT SIMEON 60400 NOYON;
0602139Z;17800430500367;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE CF3A UFA JULES UHRY;inconnue;60;Creil;10 RUE ARISTIDE BRIAND 60100 CREIL;
0602137X;17800430500342;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE CFA UFA AMYOT D'INVILLE;inconnue;60;Senlis;AV REIMS 60300 SENLIS;
0602136W;17800430500334;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE CF3A UFA MARIE CURIE;inconnue;60;Nogent-sur-Oise;BD PIERRE DE COUBERTIN 60180 NOGENT-SUR-OISE;
0602135V;17800430500326;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE CF3A UFA LAVOISIER;inconnue;60;Méru;8 RUE JULES FERRY 60110 MERU;
0601265Z;19601265200018;LYCEE PROFESSIONNEL AGRICOLE;;formateur;60;Ribécourt-Dreslincourt;91 RUE ANDRE REGNIER 60170 RIBECOURT-DRESLINCOURT;
0597220C;80055321600014;CAMPUS DE L'HABITAT;;inconnue;59;Ronchin;135 RUE SADI CARNOT 59790 RONCHIN;
0597216Y;84177388000015;STOP AU CHOMAGE;;responsable_formateur;59;Roubaix;143 RUE HENRI REGNAULT 59100 ROUBAIX;
0597210S;84516394800019;JAVENS;;inconnue;59;Marcq-en-Barœul;19 ALL DES PLATANES 59700 MARCQ-EN-BAROEUL;
0597206M;83890212000016;AKD CONSEIL & FORMATION;AKD CF;inconnue;59;Lille;68 RUE MAURICE BERTEAUX 59260 LILLE;
0597150B;41458077900026;SARL PRO FORMATION;;inconnue;59;Valenciennes;54 RUE ERNEST MACAREZ 59300 VALENCIENNES;
0597198D;84427324300015;TALENTS CONSEIL FORMATION;TALENTS CONSEIL FORMATION;inconnue;59;Lille;51 RUE DE L ALCAZAR 59800 LILLE;
0597168W;79402846400046;INSTITUT REGIONAL DES METIERS DE LA SECURITE;;inconnue;59;Denain;2 RUE LOUIS PETIT 59220 DENAIN;
0595521F;26590683400048;CENTRE HOSPITALIER DE DUNKERQUE;INST FORMATION SOINS INFIRMIERS;inconnue;59;Dunkerque;39 RUE DE LIEGE 59240 DUNKERQUE;
0596711Z;78477959700037;FEDERATION COMPAGNONNIQUE REGIONALE D' ILE DE FRANCE;F.C.R. ILE DE FRANCE;inconnue;59;Jeumont;91 RUE DES USINES 59460 JEUMONT;
0511378W;19511296600286;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE;UFR DE DROIT ET SCIENCES POLITIQUES;responsable;51;Reims;57 B RUE PIERRE TAITTINGER 51100 REIMS;
0360846Z;35180218600079;SILVYA TERRADE SUD-OUEST;SILVYA TERRADE CHATEAUROUX;formateur;36;Châteauroux;8 RUE GUIMON LATOUCHE 36000 CHATEAUROUX;
0342283X;18001404502567;CENTRE NATIONAL DE LA FONCTION PUBLIQUE TERRITORIALE;DELEGATION OCCITANIE;inconnue;34;Montpellier;95 RUE BRUMAIRE 34000 MONTPELLIER;
0022008X;19020077400031;LYCEE DES METIERS JEAN MACE;;inconnue;02;Chauny;23 BD GAMBETTA 02300 CHAUNY;
0021964Z;19801344300454;UNIVERSITE AMIENS PICARDIE JULES VERNE;IUT DE L AISNE;formateur;02;Laon;2 RUE PIERRE CURIE 02000 LAON;
0020060E;19020060000012;ETABLISSEMENT PUBLIC LOCAL D ENSEIGNEMENT AGRICOLE AUMONT CREZANCY VERDILLY;LYCEE ENSEIGNEMENT GENERAL TECHNOLOGIQUE AGRICOLE;formateur;02;Crézancy;2 RUE DE L'EGLISE 02650 CREZANCY;
0022156H;17800430500292;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE DE CFA UFA JOLIOT CURIE;inconnue;02;Hirson;1 RUE AP 07 DU PIGEON BLANC 02500 HIRSON;
0022155G;17800430500284;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE DE CFA UFA CONDORCET;inconnue;02;Saint-Quentin;RPT FREDERIC JOLIOT CURIE 02100 SAINT-QUENTIN;
0022154F;17800430500276;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE DE CFA UFA JEAN MACE;inconnue;02;Chauny;7 RUE ANDRE TERNYNCK 02300 CHAUNY;
0022152D;17800430500250;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE DE CFA UFA LE CORBUSIER;inconnue;02;Soissons;PAS LE CORBUSIER 02200 SOISSONS;
0022158K;17800430500318;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE DE CFA UFA COLARD NOEL;inconnue;02;Saint-Quentin;132 AV DE LA REPUBLIQUE 02100 SAINT-QUENTIN;
0022153E;17800430500268;RECTORAT DE L'ACADEMIE D'AMIENS;ANTENNE DE CFA UFA GAY LUSSAC;inconnue;02;Chauny;BD GAMBETTA 02300 CHAUNY;
0671509B;19671509800014;LYCEE CFA ALPHONSE HEINRICH - XAVIER NESSEL;;inconnue;67;Haguenau;123 RTE DE STRASBOURG 67500 HAGUENAU;
0840606C;19840110100029;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET FORMATION PROFESSIONNELLE AGRICOLES DE LA DURANCE ET DU PAYS DES SORGUES;LYCEE PROFESSIONNEL AGRICOLE LA RICARDE;formateur;84;L'Isle-sur-la-Sorgue;1016 CHE DE L ECOLE D AGRICULTURE 84800 L'ISLE-SUR-LA-SORGUE;
0133876T;39391439500057;FORMASUP PROVENCE ALPES COTE D'AZUR;;responsable_formateur;13;Marseille;2 RUE HENRI BARBUSSE 13001 MARSEILLE 1;
0580661D;30701450600025;A.F.G.E.E.A.P;;formateur;58;Varzy;CHE DES PLANTES FROIDES 58210 VARZY;
0134143H;26130008100484;CENTRE HOSPITALIER REGIONAL DE MARSEILLE;ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE;formateur;13;Marseille;80 RUE BROCHIER 13005 MARSEILLE 5;
0150793F;32198413000385;ASSOC DEPART AMIS PARENTS ENFANTS INADAP;ADAPEI;responsable_formateur;15;Maurs;CHE DU CAMPS 15600 MAURS;
0840218F;19840218200028;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES CHATEAU MONGIN;EPLEFPA;formateur;84;Orange;2260 RTE DU GRES 84100 ORANGE;
0133979E;19131656100122;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES AIX VALABRE MARSEILLE;CFPPA - SITE DE MARSEILLE;formateur;13;Marseille;89 TRA PARANGON 13008 MARSEILLE 8;
0133601U;19131656100023;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES AIX VALABRE MARSEILLE;CFPPA - SITE DE GARDANNE;formateur;13;Gardanne;CHE DU MOULIN DU FORT 13120 GARDANNE;
0830184Z;19830077400033;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES;LYCEE PROFESSIONNEL AGRICOLE;formateur;83;Les Arcs;LES MAGNANARELLES 83460 LES ARCS;
0134426R;19131715500023;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE SAINT REMY DE PROVENCE;CFPPA DE SAINT REMY DE PROVENCE;formateur;13;Saint-Rémy-de-Provence;AV EDOUARD HERRIOT 13210 SAINT-REMY-DE-PROVENCE;
0040590V;19040056400034;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE DIGNE - CARMEJANE;CFPPA-UFA;formateur;04;Le Chaffaut-Saint-Jurson;CARMEJANE 04510 LE CHAFFAUT-SAINT-JURSON;
0311842J;77681854400020;ASSOCIATION FAMILIALE DE L'OUSTAL;;formateur;31;Montastruc-la-Conseillère;RTE DE PAULHAC 31380 MONTASTRUC-LA-CONSEILLERE;
0050012L;19050012400010;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE GAP;LEGTA DE GAP;formateur;05;Gap;127 RTE DE VALSERRES 05000 GAP;
0840110N;19840110100011;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET FORMATION PROFESSIONNELLE AGRICOLES DE LA DURANCE ET DU PAYS DES SORGUES;LEGTA FRANCOIS PETRARQUE;formateur;84;Avignon;3592 RTE DE MARSEILLE 84140 AVIGNON;
0330028B;19330028200012;LYCEE POLYVALENT GUSTAVE EIFFEL;;formateur;33;Bordeaux;143 CRS DE LA MARNE 33800 BORDEAUX;
0841026J;19840607600036;ETS PUBLIC LOCAL ENSEIGNEMENT FORMATION PROF AGRICOLES LOUIS GIRAUD;CFPPA LOUIS GIRAUD;formateur;84;Carpentras;310 CHE DE L HERMITAGE 84200 CARPENTRAS;
0681810Y;19681810800017;LYCEE POLYVALENT GUSTAVE EIFFEL;;inconnue;68;Cernay;RUE GUSTAVE EIFFEL 68700 CERNAY;
0672198A;19672198900016;LYCEE POLYVALENT LE CORBUSIER;;inconnue;67;Illkirch-Graffenstaden;15 RUE LIXENBUHL 67400 ILLKIRCH-GRAFFENSTADEN;
0670058Z;19670058700013;LYCEE DES METIERS JULES VERNE;;inconnue;67;Saverne;31 RUE SAINT NICOLAS 67700 SAVERNE;
0670024M;19670024900010;LYCEE PROFESSIONNEL ANDRE SIEGFRIED;;inconnue;67;Haguenau;12 RUE DES DOMINICAINS 67500 HAGUENAU;
0670050R;19670050400018;LYCEE DES METIERS PAUL EMILE VICTOR;;inconnue;67;Obernai;1 A AV DE GAIL 67210 OBERNAI;
0190018S;19190018200012;LPO PUBLIC PIERRE CARAMINOT, LYCEE DES METIERS DU GENIE CIVIL;;formateur;19;Égletons;AV VENTADOUR 19300 EGLETONS;
0230027E;19230027500018;LYCEE PROFESSIONNEL RGAL L G ROUSSILLAT;;formateur;23;Saint-Vaury;LA VALETTE 23320 SAINT-VAURY;
0870013S;19870013000018;LYCEE PROFESSIONNEL GEORGE SAND;;formateur;87;Le Dorat;2 PLACE CHARLES DE GAULLE 87210 LE DORAT;
0190034J;19190034900017;LYCEE D ENS.PROFESSIONNEL RENE CASSIN;;formateur;19;Tulle;BD DU MARQUISAT 19000 TULLE;
0190089U;19190089300014;ETABL REGIONAL ENSEIGNEMENT ADAPTE;EREA;formateur;19;Meymac;11 BD DE LA MAISONNETTE 19250 MEYMAC;
0870051H;19870051000011;LYCEE PROFESSIONNEL RGAL JB DARNET;;formateur;87;Saint-Yrieix-la-Perche;28 AV DE PERIGUEUX 87500 SAINT-YRIEIX-LA-PERCHE;
0190008F;19190008300012;LYCEE PROFESSIONNEL;;formateur;19;Bort-les-Orgues;RUE DU LYCEE 19110 BORT-LES-ORGUES;
0230051F;19230051500017;LYCEE POLYVALENT JEAN FAVARD;LETP;formateur;23;Guéret;27 RTE DE COURTILLE 23000 GUERET;
0190032G;19190032300012;LYCEE GENERAL ET TECHNO EDMOND PERRIER;;formateur;19;Tulle;6 AV HENRI DE BOURNAZEL 19000 TULLE;
0230581G;19230000200016;LYCEE DES METIERS DU BATIMENT;GROUPE TECHNIQUE DU BATIMENT;formateur;23;Felletin;RTE D'AUBUSSON 23500 FELLETIN;
0230020X;19230020000016;LYCEE GENERAL ET TECHNOL PIERRE BOURDAN;;formateur;23;Guéret;PL MOLIERE 23000 GUERET;
0190010H;19190010900015;LYCEE GENERAL ET TECHNOLOGIQUE GEORGES CABANIS;;formateur;19;Brive-la-Gaillarde;6 BD HENRI DE JOUVENEL 19100 BRIVE-LA-GAILLARDE;
0870004G;19870004900010;LYCEE D ENS.PROFESSIONNEL MARTIN NADAUD;;formateur;87;Bellac;30 AV DE LA LIBERATION 87300 BELLAC;
0870040W;19870040300019;LYCEE POLYVALENT PAUL ELUARD;;formateur;87;Saint-Junien;36 RUE YOURI GAGARINE 87200 SAINT-JUNIEN;
0870041X;19870041100012;LYCEE PROFESSIONNEL EDOUARD VAILLANT;;formateur;87;Saint-Junien;38 RTE DU DEROT 87200 SAINT-JUNIEN;
0870118F;19870118700017;LYCEE POLYVALENT REG RAOUL DAUTRY;;formateur;87;Limoges;14 RUE DU PUY IMBERT 87000 LIMOGES;
0870748R;19870748100018;LYCEE D ENS.PROFESSIONNEL LE MAS JAMBOST;;formateur;87;Limoges;7 ALL MARECHAL FAYOLLE 87100 LIMOGES;
0230003D;19230003600014;LYCEE PROFESSIONNEL JEAN JAURES;;formateur;23;Aubusson;38 RUE JEAN JAURES 23200 AUBUSSON;
0682104T;42339754600072;ECM;ECM;responsable_formateur;68;Mulhouse;12 ALL NATHAN KATZ 68100 MULHOUSE;
0831769X;85151781300024;B2H83 FREJUS;MY BS - MY BT;inconnue;83;Fréjus;142 IMP KIPLING 83600 FREJUS;
0670114K;19670114800021;LYCEE DES METIERS STANISLAS;;inconnue;67;Wissembourg;7 RUE DU LYCEE 67160 WISSEMBOURG;
0693501F;32938182600034;ASS POUR PROMOTION DU CERTA;CERTA;inconnue;69;Vénissieux;3 AV MARCEL CACHIN 69200 VENISSIEUX;
0721581C;18720092800120;CHAMBRE DE COMMERCE ET D'INDUSTRIE LE MANS SARTHE;ESCRA/EPCRA/ISCAM/EPMECA;responsable_formateur;72;Le Mans;132 RUE HENRI CHAMPION 72100 LE MANS;
0281198A;41947593400099;ECOLE FORMATION INITIALE INDUS PHARMACEU;EFIIP;formateur;28;Dreux;9 RUE LOISELEUR DESLONGCHAMPS 28100 DREUX;
0451805T;91033092700013;INSTITUT SUPERIEUR ORLEANAIS;PIGIER ORLEANS;responsable_formateur;45;Orléans;23 BD JEAN JAURES 45000 ORLEANS;
0891309P;18890911300121;CHAMBRE COMMERCE INDUSTRIE DE L'YONNE;;formateur;89;Auxerre;60 BD VAUBAN 89000 AUXERRE;
0142365V;52037450500045;CENTRE REGIONAL D'ACTION ET FORMATION SPORT ET SANTE;CRAF 2S;responsable_formateur;14;Colombelles;1 IMP DU VEXIN 14460 COLOMBELLES;
0320557G;19320557200012;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION AGRICOLE MIRANDE-RISCLE;LYCEE PROFESSIONNEL AGRICOLE DE MIRANDE;responsable_formateur;32;Mirande;VALENTEES 32300 MIRANDE;
0521117G;50923283100149;ALMEA FORMATIONS INTERPRO;ALMEA;formateur;52;Saint-Dizier;2 B RUE DE LA TAMBOURINE 52100 SAINT-DIZIER;
0110983J;19660437500093;UNIVERSITE DE PERPIGNAN VIA DOMITIA;ANTENNE DE L'IUT DE PERPIGNAN;inconnue;11;Narbonne;AV DOCTEUR SUZANNE NOEL 11000 CARCASSONNE;
0594577E;19590125100023;LYCEE HOTELIER INTERNATIONAL DE LILLE;CENTRE FORMATION APPRENTI;inconnue;59;Lille;1 RUE MICHEL SERVET 59000 LILLE;
0332441Z;19332441500028;LYCEE DES METIERS JACQUES BREL;CENTRE DE FORMATION D4APPRENTIS;formateur;33;Lormont;1 RUE JEAN LURCAT 33310 LORMONT;
0240112S;19240112300018;ETABL REGIONAL ENSEIGNEMENT ADAPTE;EREA;formateur;24;Trélissac;15 RUE DES GLYCINES 24750 TRELISSAC;
0400002K;19400002200013;LYCEE POLYVALENT NAT ISE GASTON CRAMPE;;formateur;40;Aire-sur-l'Adour;RTE DE GEAUNE 40800 AIRE SUR L'ADOUR;
0400007R;19400007100010;LYCEE POLYVALENT D'ETAT DE BORDA;;formateur;40;Dax;7 AV PAUL DOUMER 40100 DAX;
0330082K;19330082900010;LYCEE PROFESSIONNEL SUD GIRONDE;;formateur;33;Langon;1 AV DES RESISTANTS 33210 LANGON;
0332346W;19332346600014;LYCEE PROFESSIONNEL PH COUSTEAU;;formateur;33;Saint-André-de-Cubzac;RUE ARNAUDIN 33240 SAINT-ANDRE-DE-CUBZAC;
0401002X;19400006300017;LYCEE POLYVALENT HAROUN TAZIEFF;;formateur;40;Saint-Paul-lès-Dax;730 BD SAINT VINCENT DE PAUL 40990 SAINT-PAUL-LES-DAX;
0440086E;19440086700017;LYCEE GENERAL ET TECHNOLOGIQUE LA COLINIERE;;formateur;44;Nantes;129 RUE DU LANDREAU 44300 NANTES;
0601902S;30540504502724;AFTRAL;AFTRAL;responsable_formateur;60;Monchy-Saint-Éloi;RUE DE LA REPUBLIQUE 60290 MONCHY-SAINT-ELOI;
0831798D;78316962600042;LES HEURES LIBRES DE JEUNESSE;;formateur;83;La Garde;AV FRANCOIS ARAGO 83130 LA GARDE;
0131485U;78291199400070;PROVENCE FORMATION;LYCEE TECHNOLOGIQUE LE ROCHER;formateur;13;Salon-de-Provence;42 BD LEDRU ROLLIN 13300 SALON-DE-PROVENCE;
0596854E;20001721800021;LYCEE POLYVALENT DU PAYS DE CONDE;LPO;formateur;59;Condé-sur-l'Escaut;2 RUE JEAN MONNET 59163 CONDE SUR L'ESCAUT;
0040490L;19040490500019;LYCEE GENERAL TECHOLOGIE P.G. DE GENNES;LGT;formateur;04;Digne-les-Bains;2 RTE DE MARSEILLE 04000 DIGNE-LES-BAINS;
0030051P;19030051700017;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT LONDRES;LGT;formateur;03;Cusset;24 BD DU 8 MAI 1945 03300 CUSSET;
0040007L;19040007700011;LYCEE PROFESSIONNEL BEAU DE ROCHAS - LYCEE DES METIERS;LP;formateur;04;Digne-les-Bains;10 AV MARECHAL LECLERC 04000 DIGNE-LES-BAINS;
0050003B;19050003300013;LYCEE POLYVALENT CLIMATIQUE D ALTITUDE DE BRIANCON;LPO;formateur;05;Briançon;3 RUE MARIUS CHANCEL 05100 BRIANCON;
0040023D;19040023400018;LYCEE POLYVALENT ARENE PAUL;LPOR;formateur;04;Sisteron;13 AV DU STADE 04200 SISTERON;
0130043B;19130043300015;LYCEE GENERAL TECHNOLOGIQUE VICTOR HUGO;LGT;formateur;13;Marseille;3 BD GUSTAVE DESPLACES 13003 MARSEILLE 3;
0040010P;19040010100019;LYCEE GENERAL TECHNOLOGIQUE F. ESCLANGON;LGT;formateur;04;Manosque;BD LOUIS MARTIN BRET 04100 MANOSQUE;
0050039R;78244911000025;PREGENTIL MONTORCIER - LEP POUTRAIN;;formateur;05;Saint-Jean-Saint-Nicolas;RUE DE L'EGLISE 05260 SAINT-JEAN-SAINT-NICOLAS;
0332744D;19332744200011;LYCEE POLYVALENT REGIONAL ELIE FAURE;;formateur;33;Lormont;1 RUE JULES FERRY 33310 LORMONT;
0040011R;19040011900011;LYCEE PROFESSIONNEL LOUIS MARTIN BRET;LP;formateur;04;Manosque;ALL DU PARC 04100 MANOSQUE;
0320040V;19320040900012;LYCEE PROFESSIONNEL PARDAILHAN;;formateur;32;Auch;CHE DE BARON 32000 AUCH;
0572998Z;19570099200074;LYCEE DES METIERS HENRI NOMINE;GRETA - LORRAINE EST;responsable_formateur;57;Sarreguemines;11 RUE JEAN BAPTISTE DUMAIRE 57200 SARREGUEMINES;
0060015J;19060015500013;LYCEE PROFESSIONNEL REGIONAL LES COTEAUX;LYCEE DES METIERS;formateur;06;Cannes;4 CHE MORGON 06400 CANNES;
0060034E;19060034600034;LYCEE POLYVALENT HOTELIER TOURISME PAUL AUGIER - LYCEE DES METIERS DE L' HOTELLERIE ET DU TOURISME;;formateur;06;Nice;163 BD RENE CASSIN 06200 NICE;
0331882S;19331882100017;LYCEE PROFESSIONNEL EMILE COMBES;;formateur;33;Bègles;23 RUE EMILE COMBES 33130 BEGLES;
0562040N;34025814400294;INSTITUT BRETON D'EDUCATION PERMANENTE;IBEP;responsable_formateur;56;Lorient;158 RUE COL JEAN MULLER 56100 LORIENT;
0280659P;19280659400011;ETABLISSEMENT REGIONAL D ENSEIGNEMENT ADAPTE FRANCOIS TRUFFAUT;EREA;formateur;28;Mainvilliers;42 RUE DU CHATEAU D EAU 28300 MAINVILLIERS;
0312686B;19312485600017;LPO LYCEE DES METIERS DE LA PRODUCTIQUE ET DE LA MAINTENANCE AERONAUTIQUE SAINT EXUPERY;;formateur;31;Blagnac;1 PL ALAIN SAVARY 31700 BLAGNAC;
0310053P;19310053400018;LYCEE PROFESSIONNEL LYCEE DES METIERS URBAIN VITRY;;formateur;31;Toulouse;150 RTE DE LAUNAGUET 31200 TOULOUSE;
0920163C;19920163300013;LYCEE PROFESSIONNEL LOUIS GIRARD;;formateur;92;Malakoff;85 RUE LOUIS GIRARD 92240 MALAKOFF;
0120037A;19120037700015;LYCEE PROFESSIONNEL ALEXIS MONTEIL;;formateur;12;Rodez;14 RUE CARNUS 12000 RODEZ;
0353074B;13003051300019;UNIVERSITE DE RENNES;;responsable_formateur;35;Rennes;263 AV GAL LECLERC 35700 RENNES;
0133856W;26130008100468;CENTRE HOSPITALIER REGIONAL DE MARSEILLE;HOPITAL DE LA CAPELETTE;formateur;13;Marseille;116 BD MIREILLE LAUZE 13010 MARSEILLE 10;
0562038L;19561718800485;UNIVERSITE DE BRETAGNE SUD;ENSIBS LORIENT;inconnue;56;LORIENT;"UNIVERSITE DE BRETAGNE SUD
ENSIBS LORIENT
RUE LE COAT ST HAOUEN
BP 92116
56321 LORIENT CEDEX
FRANCE";
0860774Z;30072631200022;OGEC ST JACQUES DE COMPOSTELLE;;responsable_formateur;86;Poitiers;2 AV DE LA REVOLUTION 86000 POITIERS;
0141689K;26140091500052;CENTRE HOSPITALIER ROBERT BISSON;CENTRE FORMATIONS;formateur;14;Lisieux;4 RUE ROGER AINI 14100 LISIEUX;
0731198F;32616147800085;FONDATION DU BOCAGE;;formateur;73;Chambéry;339 RUE COSTA DE BEAUREGARD 73000 CHAMBERY;
0751909T;39942123900050;ECOLE SUPERIEURE DE COMMERCE ET GESTION-ESCG PARIS;ESCG PARIS;responsable_formateur;75;Paris;72 RUE DE LONGCHAMP 75116 PARIS 16;
0642134X;78574029101046;INSTITUT NATIONAL DE FORMATION ET D'APPLICATION DU CENTRE DE CULTURE OUVRIERE - INFA;;responsable_formateur;64;Pau;3 PL LAHERRERE 64000 PAU;
0312755B;49917930700032;MIDISUP;;responsable;31;Balma;2 RUE DE LA TUILERIE 31130 BALMA;
0310133B;19311386700025;INSTITUT D'ETUDES POLITIQUES DE TOULOUSE;;formateur;31;Toulouse;21 ALL DE BRIENNE 31000 TOULOUSE;
0470063N;78218886600027;OGEC NOTRE DAME LA COMPASSION;;formateur;47;Marmande;1 RUE DE LANGEOT 47200 MARMANDE;
0261067U;77940503400025;ASSOCIATION FAMILIALE DE GESTION DU LYCEE TECHNIQUE PRIVE LES MANDAILLES;;formateur;26;Châteauneuf-de-Galaure;18 RUE DU STADE 26330 CHATEAUNEUF-DE-GALAURE;
0382371W;33445540900022;ENSEMBLE SCOLAIRE PAUL CLAUDEL- JEAN PAUL II;;formateur;38;Villemoirieu;2 RTE DE VOLGEAT 38460 VILLEMOIRIEU;
0860752A;78151355100031;OGEC INSTITUTION ST GABRIEL NOTRE DAME;LEP ST GABRIEL NOTRE DAME;formateur;86;Châtellerault;27 RUE DU VIEUX PALAIS 86100 CHATELLERAULT;
0381678T;77564410700051;ASSOCIATION DE GESTION DU GROUPE ROBIN;;formateur;38;Vienne;4 RUE CALIXTE 2 38200 VIENNE;
0420973E;49981331900039;OGEC ENSEMBLE SCOLAIRE ST AUBRIN;;formateur;42;Montbrison;13 RUE DU COLLEGE 42600 MONTBRISON;
0380018N;77559574700095;CTRE REGIONAL ETUD ENSEIG FORMAT & INSER;ISER BORDIER;formateur;38;Grenoble;26 RUE PROSPER MERIMEE 38100 GRENOBLE;
0431000D;77916143900053;INSTITUT CATHOL.SCIENCES VIE ET TERRE;;formateur;43;Vals-près-le-Puy;72 AV DE VALS 43750 VALS-PRES-LE-PUY;
0381809K;77559574700020;CTRE REGIONAL ETUD ENSEIG FORMAT & INSER;LPP LES GORGES;formateur;38;Voiron;22 RUE DES ORPHELINES 38500 VOIRON;
0383247Y;19740927900050;LYCEE D'ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE AGRICOLE DE LA ROCHE-SUR-FORON;CFPPA - ENILV - ECOLE NAT INDUSTRIES LAIT VIANDES;formateur;38;Le Pont-de-Claix;4 RUE DE LA PAIX 38800 LE PONT-DE-CLAIX;
0780548X;26780271800069;CENTRE HOSPITALIER DE VERSAILLES;INSTITUT DE FORMATION SOINS INFIRMIERS;formateur;78;Versailles;25 BD ST ANTOINE 78000 VERSAILLES;
0912154X;38362039000039;IRFASE;;formateur;91;Évry-Courcouronnes;5 TERRASSES DE L'AGORA 91000 EVRY-COURCOURONNES;
0753584N;52885548900019;FONDATION EFOM BORIS DOLTO;;formateur;75;Paris;118 B RUE DE JAVEL 75015 PARIS 15;
0783587A;44199903400024;DOMEA;;responsable_formateur;78;Saint-Rémy-lès-Chevreuse;66 CHE DE LA CHAPELLE 78470 SAINT-REMY-LES-CHEVREUSE;
0755890V;13002338500011;SORBONNE UNIVERSITE;;inconnue;75;Paris;21 RUE DE L ECOLE DE MEDECINE 75006 PARIS 6;
0911864G;48957765000034;INSTITUT DES TECHNOLOGIES INFORMATIQUES ET DES SERVICES AUX ENTREPRISES;ITIS;responsable_formateur;91;Évry-Courcouronnes;46 BD DE L'YERRES 91000 EVRY-COURCOURONNES;
0942113L;26940106300012;GROUPE HOSPITALIER PAUL GUIRAUD;;formateur;94;Villejuif;54 AV DE LA REPUBLIQUE 94800 VILLEJUIF;
0932322U;35209534300039;CENTRE EUROPEEN D ENSEIGNEMENT EN REEDUCATION ET READAPTATION FONCTIONNELLE;;formateur;93;Saint-Denis;36 RUE PINEL 93200 SAINT-DENIS;
0932755P;78540651300024;INST TRAVAIL SOCIAL RECHER SOC;INSTITUT REG TRAVAIL SOCIAL IDF;formateur;93;Neuilly-sur-Marne;150 AV PAUL VAILLANT COUTURIER 93330 NEUILLY-SUR-MARNE;
0590060V;19590060000014;LYCEE GENERAL TECHNIQUE ALFRED KASTLER;;formateur;59;Denain;123 RUE PAUL ELIE CASANOVA 59220 DENAIN;
0121157T;19121157200018;LYCEE PROFESSIONNEL RAYMOND SAVIGNAC;;formateur;12;Villefranche-de-Rouergue;RUE AGNES SAVIGNAC 12200 VILLEFRANCHE-DE-ROUERGUE;
0595122X;78361042100019;ASSOCIATION LYCEE ST-ROCH D'ESTAIRE;;formateur;59;Estaires;15 RUE DU COLLEGE 59940 ESTAIRES;
